transaction_id,timestamp,customer_id,card_id,device_id,ip_address,merchant_id,merchant_category,merchant_country,merchant_city,merchant_latitude,merchant_longitude,transaction_type,amount,currency,is_fraud,fraud_type
TXN000000854398,2025-06-26T02:34:58+00:00,CUST0016239,CARD0016239-1,6307f832abc8,148.62.231.243,MID007788,restaurants,BR,Crystalmouth,-56.242696,151.748617,purchase,8.17,USD,1,geo_anomaly
TXN000000056154,2025-04-02T07:01:34+00:00,CUST0084631,CARD0096222-1,9df975bf890e,252.116.106.138,MID002602,electronics,BR,Yvonneberg,-1.735366,-19.821887,purchase,1.86,USD,1,card_testing
TXN000000958529,2025-08-12T00:28:54+00:00,CUST0050027,CARD0016999-3,38b3ecacf03d,90.119.83.33,MID017143,entertainment,IN,Thomaston,38.511875,65.226289,purchase,1.58,USD,1,card_testing
TXN000000053180,2025-07-04T23:54:16+00:00,CUST0081371,CARD0081371-1,22c8ae97d755,56.163.127.188,MID019179,pharmacy,DE,East Daniel,57.341221,9.31494,purchase,22.46,USD,0,
TXN000000728904,2025-08-27T01:26:37+00:00,CUST0029028,CARD0029028-2,d185a3f0b6d0,222.94.112.72,MID004812,electronics,CA,New Cheryl,29.740519,-17.716806,purchase,29.12,USD,0,
TXN000000788173,2025-01-18T16:32:17+00:00,CUST0012257,CARD0012257-2,7f08f871ec71,212.56.57.73,MID007339,entertainment,IT,Shawport,11.678245,162.181385,purchase,12.24,USD,0,
TXN000000089434,2025-01-16T17:00:14+00:00,CUST0049230,CARD0062775-2,40f9f843205d,72.56.6.251,TRANSFER_TO_CUST0056580,transfer,CA,Lake Patrick,29.200663,-126.490815,transfer,41.3,USD,1,money_laundering_ring
TXN000000947812,2025-05-23T17:15:54+00:00,CUST0025625,CARD0057359-2,b472094a82f8,160.79.19.21,MID016351,entertainment,CA,Tonyastad,37.595466,-38.513142,purchase,1.11,USD,1,card_testing
TXN000000100125,2025-05-22T17:35:48+00:00,CUST0021834,CARD0021834-2,2e800e688187,224.52.33.53,MID011367,travel,AU,Thorntonland,21.232105,-15.37748,purchase,97.69,USD,0,
TXN000000190506,2025-04-09T23:49:22+00:00,CUST0008721,CARD0008721-1,6821a0d54c88,26.78.45.192,MID006101,fashion,IT,North Adambury,-5.545394,-142.89099,purchase,102.41,USD,1,account_takeover
TXN000000194854,2025-08-15T11:16:20+00:00,CUST0021343,CARD0021343-3,5dd7c2a1a8f7,95.74.161.180,MID018931,restaurants,IT,South Karaport,64.704087,112.934331,purchase,46.24,USD,0,
TXN000000570278,2025-08-06T03:30:09+00:00,CUST0055061,CARD0055061-1,3af9c77a76a1,60.127.229.112,MID014267,entertainment,BR,Lake Susan,-39.852122,-14.350238,purchase,2.81,USD,0,
TXN000000124906,2025-06-04T22:03:29+00:00,CUST0080739,CARD0025258-1,6fab85635385,127.42.58.68,MID002019,utilities,ES,Spencermouth,27.367036,102.199919,purchase,1.65,USD,1,card_testing
TXN000000007006,2025-08-05T18:01:01+00:00,CUST0025266,CARD0025266-1,eb638fcb4f4b,205.128.177.210,MID004339,online_marketplace,AU,West Johnside,50.041269,-62.87774,purchase,49.02,USD,0,
TXN000000035550,2025-02-26T16:02:40+00:00,CUST0008451,CARD0008451-1,a8b7e737f5e8,238.123.228.160,MID019284,restaurants,IN,Port Franciscoview,12.066549,-52.334399,purchase,29.81,USD,1,geo_anomaly
TXN000000827328,2025-04-04T07:39:17+00:00,CUST0066562,CARD0066562-2,d59850cd021a,161.41.173.247,MID018730,restaurants,BR,Johnton,-4.769336,-80.809966,purchase,28.71,USD,1,geo_anomaly
TXN000000928413,2025-01-19T08:19:19+00:00,CUST0086157,CARD0040493-4,c0a353f52cfc,156.250.121.140,MID010649,pharmacy,ES,Lake Cassandraland,-16.904959,174.294342,purchase,1.82,USD,1,card_testing
TXN000000598739,2025-06-26T21:48:11+00:00,CUST0079579,CARD0079579-1,758eca6426c1,221.153.155.201,MID004665,restaurants,DE,Marioburgh,-51.027216,-52.432796,purchase,4.54,USD,0,
TXN000000900020,2025-10-26T16:07:34+00:00,CUST0052559,CARD0052559-1,792ecb8599e3,86.195.132.119,MID004033,pharmacy,IT,Williamfort,-26.381045,-72.902535,purchase,4.9,USD,0,
TXN000000411601,2024-12-26T02:31:37+00:00,CUST0043964,CARD0043964-1,64c70a39d604,147.239.183.243,MID008328,utilities,CA,South Codyburgh,-57.903487,165.933927,purchase,8.83,USD,0,
TXN000000636896,2025-09-28T23:27:37+00:00,CUST0067953,CARD0067953-1,a07b3953f991,40.126.37.33,MID006062,entertainment,FR,North Kenneth,30.673151,74.865783,purchase,61.13,USD,1,geo_anomaly
TXN000000016734,2025-01-09T01:20:51+00:00,CUST0075709,CARD0075709-2,c37210a3097e,6.171.175.18,MID009818,utilities,CA,Lyonsville,-7.567654,-51.181561,purchase,14.63,USD,0,
TXN000000638421,2025-10-29T03:59:04+00:00,CUST0065216,CARD0048422-1,dbea647bb004,109.125.26.191,MID017114,grocery,AU,Robinton,15.848462,2.871963,purchase,3.03,USD,1,card_testing
TXN000000721317,2025-07-09T19:36:53+00:00,CUST0009328,CARD0046383-3,8e2b99dea0b1,142.86.9.142,MID003603,fashion,BR,Mayerstad,68.700215,-60.803976,purchase,3.05,USD,1,card_testing
TXN000000007359,2024-11-22T10:01:02+00:00,CUST0049222,CARD0049222-1,ff6a07c4bbfe,77.159.52.241,MID013703,gas_station,ES,South Raymond,32.077982,-135.239256,purchase,59.75,USD,0,
TXN000000497219,2025-08-31T06:53:29+00:00,CUST0046861,CARD0046861-1,35392f8bd7c1,241.8.143.27,MID018713,gas_station,US,Robinland,35.413819,172.056108,purchase,44.75,USD,0,
TXN000000183798,2025-07-25T13:01:11+00:00,CUST0026524,CARD0026524-2,51886f6a65f1,127.197.161.33,MID001055,electronics,DE,New Stephanie,41.233454,17.161498,purchase,30.63,USD,0,
TXN000000163592,2024-12-16T03:58:39+00:00,CUST0095790,CARD0095790-3,ade446c7e672,6.22.188.109,MID000541,electronics,AU,Toddchester,-37.279329,176.685779,purchase,16.07,USD,0,
TXN000000402669,2024-11-06T20:14:48+00:00,CUST0011844,CARD0011844-3,1711b086d6cd,237.117.62.42,MID000331,restaurants,DE,Kellymouth,16.692043,-14.671359,purchase,184.39,USD,0,
TXN000000225467,2025-06-16T21:48:16+00:00,CUST0099440,CARD0099440-2,10add5ad59d5,242.84.252.136,MID013131,grocery,IT,Lake Jerry,-31.646095,113.930266,purchase,275.3,USD,0,
TXN000000625620,2025-06-04T23:12:34+00:00,CUST0004713,CARD0061670-2,da400acc7700,176.37.58.133,MID001320,travel,US,West Leonardport,-42.35816,97.675725,purchase,1.0,USD,1,card_testing
TXN000000783188,2025-02-05T02:13:33+00:00,CUST0009346,CARD0009346-1,d83d1528d359,176.228.87.248,MID005452,utilities,ES,Bruceport,-13.378022,36.676543,purchase,7.23,USD,0,
TXN000000323445,2025-08-15T12:49:24+00:00,CUST0029061,CARD0029061-2,dd2f8fa7f2e4,46.39.227.122,MID005193,utilities,CA,Mariaside,47.161201,-118.752613,purchase,10.05,USD,1,geo_anomaly
TXN000000135976,2025-07-05T19:04:47+00:00,CUST0004790,CARD0067706-1,8fc0d9d795b9,33.196.139.59,MID010363,fashion,FR,Lake Erica,-33.582738,-135.478942,purchase,2.58,USD,1,card_testing
TXN000000088855,2025-05-02T12:42:23+00:00,CUST0011053,CARD0011053-2,36f808c79eff,209.117.82.153,MID017707,fashion,BR,Davidstad,-39.941064,134.288836,purchase,20.73,USD,0,
TXN000000368335,2024-11-30T04:18:06+00:00,CUST0061207,CARD0061207-2,a8809126676d,242.112.102.212,MID011039,electronics,BR,Kristinamouth,1.410785,-126.959775,purchase,32.63,USD,1,account_takeover
TXN000000523289,2024-12-06T11:01:18+00:00,CUST0075237,CARD0075237-3,4761f1866f5f,50.216.95.238,MID018002,gas_station,DE,Escobarstad,67.707817,179.734993,purchase,8.64,USD,0,
TXN000000310905,2025-06-19T11:32:52+00:00,CUST0009790,CARD0009790-1,56859fd609b2,223.250.199.86,MID002541,grocery,ES,Stevenport,68.601245,133.984828,purchase,96.17,USD,0,
TXN000000450647,2024-12-31T08:36:46+00:00,CUST0069109,CARD0069109-4,136fc1bd2ef2,80.179.134.147,MID017299,electronics,IT,North Michellebury,-36.592152,-30.450361,purchase,28.76,USD,0,
TXN000000950952,2024-12-30T03:14:50+00:00,CUST0080524,CARD0080524-2,72aad299ae67,213.118.43.84,MID014380,restaurants,ES,South Taylor,-33.156947,-144.439945,purchase,23.45,USD,0,
TXN000000396247,2025-01-16T18:22:33+00:00,CUST0051877,CARD0051877-1,cd78fba1d918,250.186.235.229,MID000536,entertainment,FR,Lake Melissa,-34.224417,99.455769,purchase,18.48,USD,1,geo_anomaly
TXN000000855699,2025-01-18T14:43:44+00:00,CUST0071186,CARD0080728-4,4cedda4c03be,14.171.128.112,MID007483,grocery,US,North Brandonton,5.445875,-72.991431,purchase,1.13,USD,1,card_testing
TXN000000113959,2025-02-11T18:22:39+00:00,CUST0023467,CARD0023467-2,e8e11a127546,172.97.23.97,MID008968,pharmacy,BR,Stonetown,-21.763897,-125.663305,purchase,24.33,USD,1,geo_anomaly
TXN000000029074,2025-10-08T02:14:01+00:00,CUST0092751,CARD0017586-2,f55f0eca342b,18.38.130.61,MID007602,grocery,CA,Campbellborough,-39.009222,178.999329,purchase,1.75,USD,1,card_testing
TXN000000121866,2024-11-02T19:01:22+00:00,CUST0048731,CARD0048731-2,fbede656dba9,11.108.114.189,MID013510,utilities,IT,Jonesmouth,37.375095,120.363209,purchase,12.86,USD,0,
TXN000000220785,2024-11-01T17:49:14+00:00,CUST0042469,CARD0064125-1,95caeb967557,229.76.90.205,MID006306,utilities,BR,West Kyle,-55.862464,-121.724985,purchase,1.0,USD,1,card_testing
TXN000000854292,2024-11-02T11:24:13+00:00,CUST0032474,CARD0032474-2,a62be6bb835a,162.80.225.101,MID019720,entertainment,BR,Kirbyborough,3.435921,-158.439124,purchase,436.28,USD,1,geo_anomaly
TXN000000976768,2025-07-12T19:58:47+00:00,CUST0008731,CARD0008731-3,aa31e2412bfc,73.78.237.195,MID007940,fashion,IT,Gillshire,5.897811,16.266258,purchase,32.95,USD,0,
TXN000000969218,2024-12-23T11:22:44+00:00,CUST0094944,CARD0094944-1,1247d8f9ad90,134.142.171.241,MID006115,restaurants,US,West Carmenport,-9.232262,60.989865,purchase,6.98,USD,0,
TXN000000024722,2025-02-13T18:38:12+00:00,CUST0045577,CARD0066325-1,66ac4b31acbc,173.106.3.73,MID017527,utilities,IN,Kellyview,-5.587513,-66.385135,purchase,2.21,USD,1,card_testing
TXN000000408995,2025-03-22T03:33:10+00:00,CUST0054485,CARD0054485-2,230d5a2d247b,58.187.94.205,MID000953,gas_station,GB,Morenoland,-3.402495,-135.831543,purchase,22.61,USD,0,
TXN000000061655,2025-08-12T20:37:24+00:00,CUST0063129,CARD0063129-1,30c3a174b41a,230.69.185.48,MID014930,travel,CA,Walkerberg,16.718379,-105.859459,purchase,50.15,USD,0,
TXN000000477878,2025-06-03T13:33:41+00:00,CUST0012506,CARD0012506-3,bf1b3b384ac5,252.138.145.165,MID017651,grocery,BR,Michellefurt,-15.179091,-132.661902,purchase,31.71,USD,0,
TXN000000115830,2024-12-24T19:16:49+00:00,CUST0029712,CARD0016401-1,b2056cd44dc8,207.209.199.133,MID017331,restaurants,CA,East Matthewside,-18.48576,-137.227191,purchase,1.28,USD,1,card_testing
TXN000000060499,2024-12-08T13:13:22+00:00,CUST0035527,CARD0035527-1,614c8658ed94,101.195.94.164,MID002656,fashion,FR,Littlebury,52.769785,-59.76657,purchase,35.72,USD,1,account_takeover
TXN000000212106,2025-01-23T06:48:38+00:00,CUST0064265,CARD0064265-1,a10621c80823,108.91.49.213,MID017231,fashion,CA,Lake Lisa,51.593624,-34.026461,purchase,81.94,USD,0,
TXN000000471418,2025-07-22T15:22:45+00:00,CUST0096353,CARD0015963-1,f4adeaac5f61,31.163.203.64,MID011469,entertainment,FR,West Amandaburgh,31.591975,-99.458693,purchase,1.5,USD,1,card_testing
TXN000000892598,2025-07-27T16:24:45+00:00,CUST0075884,CARD0091162-1,aefcdf5f7611,219.103.246.235,MID007431,electronics,IT,Laurenport,-45.017122,-87.772328,purchase,2.39,USD,1,card_testing
TXN000000229135,2025-10-14T11:58:39+00:00,CUST0000186,CARD0081040-2,15940808a889,27.45.245.166,MID014419,electronics,US,Joseborough,1.0348,-2.332986,purchase,1.72,USD,1,card_testing
TXN000000000279,2025-01-09T14:02:47+00:00,CUST0022467,CARD0022467-2,cb987fe620d5,65.109.32.179,MID016424,travel,GB,North Sherryberg,19.021055,-139.244972,purchase,16.38,USD,1,geo_anomaly
TXN000000031698,2024-12-14T08:20:19+00:00,CUST0070947,CARD0070947-1,5527410c585b,60.87.159.45,MID017388,grocery,GB,South Larry,25.703777,108.540725,purchase,5.0,USD,0,
TXN000000716685,2025-07-21T15:31:39+00:00,CUST0031052,CARD0057056-3,e2cf97703360,27.191.59.49,TRANSFER_TO_CUST0010451,transfer,ES,New Matthewfort,-25.195367,-44.777698,transfer,45.01,USD,1,money_laundering_ring
TXN000000386231,2025-01-22T04:59:05+00:00,CUST0031267,CARD0031267-2,01804656b403,57.217.140.146,MID014248,online_marketplace,CA,New Betty,-25.125935,66.805075,purchase,60.58,USD,0,
TXN000000339080,2025-03-30T11:47:56+00:00,CUST0055035,CARD0055035-1,31fb36cc2c61,134.5.138.186,MID008696,online_marketplace,US,Williambury,-15.210731,-131.773845,purchase,30.21,USD,1,account_takeover
TXN000000526689,2025-10-23T16:24:56+00:00,CUST0049601,CARD0091802-1,e59ab4d23238,168.79.171.108,MID002749,utilities,IN,Oscarfurt,-54.757579,15.579121,purchase,2.61,USD,1,card_testing
TXN000000474899,2025-09-08T19:04:18+00:00,CUST0092302,CARD0092302-1,d66dfce78a0c,119.46.33.105,MID019438,restaurants,US,Lake Megantown,-23.967639,-129.976409,purchase,11.95,USD,1,geo_anomaly
TXN000000214205,2024-11-24T18:14:08+00:00,CUST0067987,CARD0017294-1,7a70930f196a,189.94.90.211,MID005897,entertainment,US,Webbport,-8.249228,-109.846116,purchase,1.0,USD,1,card_testing
TXN000000926489,2025-01-27T17:41:53+00:00,CUST0041994,CARD0078067-2,870825649964,194.170.140.97,MID011567,restaurants,IN,Port Edwardfurt,23.256785,-55.077582,purchase,1.0,USD,1,card_testing
TXN000000500801,2024-11-24T21:08:37+00:00,CUST0077835,CARD0077835-4,cf21eac2d318,119.179.209.53,MID005666,utilities,BR,Lake Brianside,-44.1452,125.20809,purchase,49.3,USD,0,
TXN000000213520,2024-12-19T00:21:14+00:00,CUST0055964,CARD0098644-3,13064986900b,254.68.64.105,MID018400,gas_station,GB,Kennethport,-35.362977,157.414497,purchase,1.57,USD,1,card_testing
TXN000000287529,2025-06-03T01:06:54+00:00,CUST0095913,CARD0040876-2,67c9a19ba8e0,70.131.165.79,MID006708,utilities,CA,North Ashley,-53.95077,101.29001,purchase,1.08,USD,1,card_testing
TXN000000350849,2025-06-30T14:17:19+00:00,CUST0077849,CARD0053495-3,4d9f484dde1f,46.42.200.196,MID003918,electronics,CA,Samuelborough,25.259755,-59.471948,purchase,1.67,USD,1,card_testing
TXN000000012092,2024-12-22T15:44:05+00:00,CUST0003237,CARD0003237-1,bf7c4884101b,213.31.178.49,MID001551,restaurants,AU,South Richardchester,-40.891837,-9.628551,purchase,28.21,USD,0,
TXN000000485104,2025-07-15T00:21:55+00:00,CUST0031927,CARD0031927-2,6fc6f0cb7cf4,20.235.174.26,MID000315,fashion,US,North Tiffanyville,3.022054,-70.546643,purchase,20.39,USD,0,
TXN000000363751,2024-12-06T02:18:01+00:00,CUST0015924,CARD0015924-1,a1411280555f,173.85.152.107,MID002178,entertainment,IN,Sanchezfurt,-19.603866,-7.972831,purchase,29.32,USD,0,
TXN000000522579,2025-05-17T21:28:02+00:00,CUST0077920,CARD0077920-2,dc6d6616675e,223.146.111.108,MID003780,entertainment,DE,Philipside,-23.731321,-25.884477,purchase,14.97,USD,0,
TXN000000915618,2025-03-20T00:57:58+00:00,CUST0078552,CARD0078552-1,398ca14ed911,144.120.97.252,MID006576,online_marketplace,IN,Camachoberg,29.886128,115.875075,purchase,48.08,USD,1,geo_anomaly
TXN000000826411,2024-11-27T02:36:32+00:00,CUST0011254,CARD0011254-2,63f51aa2d1b3,68.33.231.192,MID007914,fashion,AU,Yvonnechester,-47.419689,-2.411545,purchase,18.66,USD,0,
TXN000000636283,2025-07-02T13:41:29+00:00,CUST0087875,CARD0087875-1,0cac408758d9,28.174.155.158,MID000584,gas_station,GB,South Michele,-16.729098,-27.909536,purchase,7.08,USD,0,
TXN000000850710,2025-04-25T18:35:44+00:00,CUST0029809,CARD0068921-2,7c7a32e899ba,250.37.75.226,MID000470,grocery,IN,Samanthatown,-6.776459,-91.747574,purchase,1.0,USD,1,card_testing
TXN000000392612,2025-02-18T13:14:09+00:00,CUST0017988,CARD0017988-1,280cddd69c52,68.39.146.154,MID012123,pharmacy,ES,South Lisafort,46.651843,-57.28512,purchase,6.01,USD,0,
TXN000000041340,2025-08-27T15:05:31+00:00,CUST0075943,CARD0075943-2,3d704e701854,187.113.235.146,MID003151,pharmacy,DE,South Joetown,12.780938,47.752865,purchase,13.19,USD,0,
TXN000000733625,2025-06-18T09:42:45+00:00,CUST0044173,CARD0015526-1,2ee1a70d1029,36.118.165.55,MID009470,utilities,US,Christopherhaven,-25.101578,28.082666,purchase,2.47,USD,1,card_testing
TXN000000461016,2025-01-11T14:28:42+00:00,CUST0070817,CARD0017158-1,6b8d258480fd,93.51.236.191,MID016478,grocery,DE,West Wanda,63.131622,-8.099528,purchase,2.26,USD,1,card_testing
TXN000000132215,2025-08-12T23:14:23+00:00,CUST0023480,CARD0023480-2,75b7d6ca73fb,71.72.193.11,MID018554,entertainment,FR,Lauraland,16.323371,-42.465576,purchase,76.87,USD,1,geo_anomaly
TXN000000332520,2024-12-24T08:24:05+00:00,CUST0042436,CARD0067921-1,19a144ba7601,125.66.39.19,MID009665,grocery,BR,East Bernard,66.358172,-119.79,purchase,1.44,USD,1,card_testing
TXN000000755395,2025-05-19T05:40:35+00:00,CUST0078917,CARD0008159-2,25e0b5aea40b,145.30.210.39,MID018315,pharmacy,DE,Gomezberg,-30.079436,166.100359,purchase,2.31,USD,1,card_testing
TXN000000269506,2025-09-06T08:07:47+00:00,CUST0099339,CARD0099339-3,721247ef7097,211.247.130.35,MID010191,travel,AU,Johnmouth,-11.034095,-27.809548,purchase,204.36,USD,1,account_takeover
TXN000000125580,2025-01-18T18:16:30+00:00,CUST0044212,CARD0044212-1,26c4c9931959,2.161.88.44,MID000300,electronics,GB,Mathisville,-56.998945,-170.659462,purchase,3.04,USD,1,geo_anomaly
TXN000000482097,2024-11-02T17:49:14+00:00,CUST0015267,CARD0015267-3,8c8ab474d278,229.91.157.57,MID010397,pharmacy,FR,South Danielleberg,-33.411013,-59.979236,purchase,15.24,USD,1,geo_anomaly
TXN000000609785,2025-03-21T09:29:40+00:00,CUST0060430,CARD0060430-1,4d65a9d4b37f,12.244.210.215,MID010086,grocery,AU,West Emilyfurt,54.45145,-73.134786,purchase,6.89,USD,0,
TXN000000581752,2025-10-17T14:59:16+00:00,CUST0057768,CARD0057768-3,c95ad7582a72,113.188.240.129,MID013348,electronics,GB,North Paula,15.536611,-62.777924,purchase,113.23,USD,0,
TXN000000341156,2025-08-02T21:21:56+00:00,CUST0055720,CARD0055720-2,a0b76e5ef507,183.30.141.187,MID004014,utilities,CA,Hamiltonview,-15.708305,168.116458,purchase,8.99,USD,0,
TXN000000096663,2025-06-30T09:20:29+00:00,CUST0052697,CARD0052697-1,7deea47963e1,181.3.73.8,MID007391,entertainment,FR,North Jacob,43.904573,-50.122358,purchase,6.28,USD,0,
TXN000000027846,2025-07-31T16:45:32+00:00,CUST0065495,CARD0065495-1,4ba8e88f2445,165.135.145.13,MID004156,gas_station,ES,Thomasborough,-21.49198,154.758319,purchase,22.89,USD,1,account_takeover
TXN000000674962,2025-05-16T04:11:22+00:00,CUST0039334,CARD0061670-2,7e3d56f4eb90,176.37.58.23,MID014662,electronics,DE,New Nathanborough,-13.978406,-114.492658,purchase,1.79,USD,1,card_testing
TXN000000999560,2024-12-28T06:09:39+00:00,CUST0011796,CARD0011796-3,43e3476a063a,174.29.125.152,MID007709,pharmacy,FR,East Kimberlytown,1.516584,157.824569,purchase,66.7,USD,0,
TXN000000238751,2025-06-07T13:19:59+00:00,CUST0026329,CARD0081040-2,b8881e4c14a6,27.45.245.253,MID009463,entertainment,FR,New Michelle,1.140606,-94.049083,purchase,2.74,USD,1,card_testing
TXN000000130262,2025-02-04T08:41:13+00:00,CUST0044227,CARD0044227-2,28c30c10033b,233.70.8.212,MID016846,grocery,ES,Port Peterfurt,-47.384309,-0.244497,purchase,20.22,USD,0,
TXN000000437786,2025-05-24T08:27:59+00:00,CUST0097444,CARD0097444-4,5758967eca14,78.65.31.176,MID005368,electronics,US,West Alfred,-7.521392,-64.194772,purchase,1.67,USD,0,
TXN000000443953,2025-01-23T11:19:18+00:00,CUST0005008,CARD0005008-1,ee4edab12b3f,65.240.184.119,MID010841,restaurants,FR,Bethton,2.983363,-165.398119,purchase,15.1,USD,0,
TXN000000376938,2025-07-23T16:57:16+00:00,CUST0046317,CARD0032933-1,59ec55882aee,157.86.248.100,MID011888,gas_station,DE,North Coreyborough,-12.601145,23.413425,purchase,2.63,USD,1,card_testing
TXN000000946577,2025-10-04T19:07:42+00:00,CUST0034142,CARD0077997-1,0953ed62d450,188.36.200.120,MID016984,fashion,ES,Port Veronica,-54.637665,-71.029797,purchase,2.7,USD,1,card_testing
TXN000000018148,2025-05-11T09:08:31+00:00,CUST0028371,CARD0028371-1,9530ac5467ce,38.186.253.248,MID008327,gas_station,US,West Loganport,56.06018,-168.152676,purchase,34.64,USD,0,
TXN000000836248,2025-05-15T10:55:42+00:00,CUST0012769,CARD0012769-1,c7b4f00e78eb,182.12.202.218,MID014715,online_marketplace,IN,New Dawnside,48.488285,-53.14989,purchase,5.9,USD,1,geo_anomaly
TXN000000405166,2025-06-23T03:41:35+00:00,CUST0031807,CARD0031807-1,2a1e1e692d35,35.195.216.12,MID013515,restaurants,ES,Coleburgh,-9.472459,-130.812871,purchase,42.23,USD,0,
TXN000000829523,2025-10-27T22:14:51+00:00,CUST0010596,CARD0010596-3,2f09db7cf2be,227.226.136.47,MID010182,travel,CA,South Kaitlin,52.213821,-94.552894,purchase,26.76,USD,0,
TXN000000878311,2025-02-03T10:15:15+00:00,CUST0062583,CARD0062583-1,620fe4a96875,134.29.2.101,MID019953,entertainment,AU,South Nicholas,30.273939,139.893429,purchase,8.34,USD,0,
TXN000000307289,2025-02-09T22:03:28+00:00,CUST0079165,CARD0005306-3,15aea4fad5ef,16.171.88.105,MID008661,restaurants,IT,Port Dean,-23.28632,97.937646,purchase,1.86,USD,1,card_testing
TXN000000989535,2024-12-26T09:59:43+00:00,CUST0029017,CARD0029017-1,460478ebc4c3,6.95.52.222,MID002217,pharmacy,GB,West Ashleyhaven,-21.528328,15.080194,purchase,48.69,USD,1,geo_anomaly
TXN000000942096,2025-06-09T20:43:07+00:00,CUST0085111,CARD0085111-4,e561f5a6c96c,124.24.215.250,MID006165,electronics,GB,Aliciastad,36.927734,-68.047835,purchase,524.91,USD,1,account_takeover
TXN000000658704,2024-12-02T16:39:14+00:00,CUST0022831,CARD0022831-2,986d2477d9a1,18.244.95.149,MID011787,electronics,DE,New Katherinemouth,6.458111,-45.866524,purchase,17.57,USD,0,
TXN000000273688,2024-11-07T05:54:41+00:00,CUST0035435,CARD0035435-1,73b0dcd43729,29.165.236.21,MID007757,electronics,US,South Travis,16.53985,47.584724,purchase,73.75,USD,0,
TXN000000281473,2024-12-17T11:24:05+00:00,CUST0056689,CARD0056689-1,24ac96c94885,80.221.150.40,MID007497,electronics,AU,North Hollyville,-24.70545,-90.115972,purchase,31.01,USD,0,
TXN000000930806,2025-02-22T12:24:38+00:00,CUST0088480,CARD0088480-2,a5bd655b48c4,195.226.137.167,MID010170,gas_station,IT,Port Debraborough,54.505289,44.990157,purchase,37.0,USD,1,account_takeover
TXN000000407644,2024-10-30T22:05:18+00:00,CUST0009573,CARD0080567-2,d3463dcf5657,186.227.198.95,MID019297,gas_station,BR,South Travisfort,-36.666395,-25.931113,purchase,1.91,USD,1,card_testing
TXN000000790343,2025-05-16T14:02:57+00:00,CUST0087386,CARD0087386-4,1a7cfe4358e1,48.89.250.147,MID000229,electronics,IN,Aaronville,19.637071,-32.105295,purchase,45.82,USD,1,geo_anomaly
TXN000000364317,2025-07-15T01:18:02+00:00,CUST0072621,CARD0072621-2,2bcd4ae19acb,75.36.137.38,MID004268,travel,GB,Escobarchester,43.574168,-75.467994,purchase,5.05,USD,0,
