transaction_id,timestamp,customer_id,card_id,device_id,ip_address,merchant_id,merchant_category,merchant_country,merchant_city,merchant_latitude,merchant_longitude,transaction_type,amount,currency,is_fraud,fraud_type
TXN000000310095,2025-07-28T23:52:50+00:00,CUST0063621,CARD0063621-1,bae51b985a87,171.124.213.61,MID002614,gas_station,IN,East Cassandraport,12.743667,-5.496144,purchase,18.61,USD,0,
TXN000000096663,2025-06-30T09:20:29+00:00,CUST0052697,CARD0052697-1,7deea47963e1,181.3.73.8,MID007391,entertainment,FR,North Jacob,43.904573,-50.122358,purchase,6.28,USD,0,
TXN000000570454,2025-06-11T06:53:56+00:00,CUST0056877,CARD0056877-3,bdf6a2986e09,151.98.78.223,MID000863,gas_station,AU,East Katrinaview,58.817007,112.873759,purchase,13.28,USD,1,geo_anomaly
TXN000000298454,2025-07-10T17:42:03+00:00,CUST0097741,CARD0097741-1,5329cab14847,29.221.210.201,MID006716,travel,DE,Santiagotown,3.382821,161.696668,purchase,3.94,USD,0,
TXN000000170571,2025-05-16T06:25:38+00:00,CUST0075067,CARD0002767-2,fe0fb1bb4a9d,81.59.220.50,MID002007,travel,US,Mannview,32.215193,8.310238,purchase,2.53,USD,1,card_testing
TXN000000737614,2025-04-18T19:06:48+00:00,CUST0087311,CARD0087311-2,8f62141481b2,191.231.93.164,MID005200,online_marketplace,IT,South Tabitha,45.366706,90.215358,purchase,10.25,USD,1,account_takeover
TXN000000159289,2024-11-13T09:20:21+00:00,CUST0085126,CARD0085126-4,492cc8f4c837,49.169.176.196,MID019496,entertainment,GB,Moraleston,13.311631,49.057671,purchase,25.63,USD,1,geo_anomaly
TXN000000968984,2025-10-28T02:10:38+00:00,CUST0021991,CARD0021991-1,77b5e1d9387c,213.146.182.212,MID007543,utilities,FR,Wendymouth,21.828173,104.053012,purchase,128.07,USD,1,geo_anomaly
TXN000000635171,2025-10-06T13:52:38+00:00,CUST0075962,CARD0075962-3,7d047e553953,68.231.56.165,MID012645,restaurants,DE,Espinozaside,-1.434167,63.153905,purchase,10.21,USD,0,
TXN000000188071,2024-11-19T00:22:29+00:00,CUST0034048,CARD0034048-1,df5128ff39e4,109.19.231.199,MID017052,travel,US,Holtshire,21.197344,-130.357611,purchase,49.23,USD,0,
TXN000000649701,2025-03-29T03:51:44+00:00,CUST0042987,CARD0042987-2,6e7e063d2ab5,253.138.80.24,MID000106,restaurants,CA,West John,52.17169,146.293283,purchase,55.59,USD,0,
TXN000000943453,2025-09-04T03:20:27+00:00,CUST0006100,CARD0040493-4,4d19b6a91dc3,156.250.121.79,MID006316,pharmacy,DE,Grimesshire,9.156398,89.717421,purchase,1.77,USD,1,card_testing
TXN000000940279,2024-11-02T22:17:32+00:00,CUST0024998,CARD0024998-1,2b6a763ee574,89.155.130.7,MID002754,travel,FR,Millerview,-52.097407,31.42227,purchase,2.44,USD,0,
TXN000000517966,2025-09-10T12:39:03+00:00,CUST0079025,CARD0082155-4,761aa5b0d39b,82.113.38.254,MID000995,travel,DE,Juarezland,-44.404582,72.931976,purchase,1.36,USD,1,card_testing
TXN000000601964,2025-01-06T04:36:46+00:00,CUST0044247,CARD0044247-2,6f71d4767155,202.254.28.217,MID002673,restaurants,CA,North Rebecca,11.386519,121.614333,purchase,4.89,USD,0,
TXN000000846506,2024-12-20T17:12:25+00:00,CUST0029882,CARD0029882-1,37efedadaade,21.95.236.147,MID012612,pharmacy,AU,West Mark,-57.435652,-43.218559,purchase,13.21,USD,1,geo_anomaly
TXN000000396245,2025-05-16T05:50:02+00:00,CUST0061048,CARD0061048-2,fc8506cbdf0a,40.188.131.224,MID016452,grocery,FR,West Mariatown,-12.280776,36.26139,purchase,22.76,USD,0,
TXN000000671572,2025-06-15T17:55:25+00:00,CUST0052130,CARD0038397-1,4d0ceca01ee4,91.164.3.218,MID009466,electronics,ES,Guzmanton,43.42272,-105.033282,purchase,1.66,USD,1,card_testing
TXN000000551063,2024-11-25T12:34:09+00:00,CUST0044367,CARD0090949-1,104b36c4f97d,143.57.26.92,MID013721,entertainment,ES,West David,-27.813364,124.751839,purchase,1.76,USD,1,card_testing
TXN000000278738,2025-05-24T09:51:46+00:00,CUST0069068,CARD0069068-1,7e9d274f85dc,194.191.48.20,MID000353,gas_station,US,Port Andrewchester,-51.974428,-116.23122,purchase,13.6,USD,0,
TXN000000031963,2024-12-15T11:36:28+00:00,CUST0023926,CARD0023926-4,344c898c0825,247.170.39.42,MID009434,gas_station,ES,Port James,-28.38646,46.183516,purchase,70.86,USD,1,geo_anomaly
TXN000000822318,2025-05-05T05:42:47+00:00,CUST0033643,CARD0025992-1,61dc14b5b956,54.40.44.160,MID009472,utilities,US,Brownburgh,49.850841,39.065028,purchase,2.13,USD,1,card_testing
TXN000000191004,2025-02-15T18:38:25+00:00,CUST0007588,CARD0091875-2,1b9e339d591a,116.25.102.132,MID017257,pharmacy,BR,North Kelly,35.043278,16.676566,purchase,1.04,USD,1,card_testing
TXN000000524995,2025-08-03T12:06:21+00:00,CUST0028627,CARD0028627-2,f6a09b0a65af,78.164.194.135,MID010978,entertainment,IT,Moseston,44.829279,-149.84994,purchase,60.12,USD,0,
TXN000000004899,2025-07-26T16:58:07+00:00,CUST0081254,CARD0000228-1,9f7cf6c56061,170.76.79.98,MID013792,pharmacy,IN,South James,-36.282096,-76.656361,purchase,1.19,USD,1,card_testing
TXN000000930197,2025-02-15T00:37:29+00:00,CUST0015782,CARD0034315-2,74c4935b574b,179.99.254.144,MID016530,restaurants,BR,Hollandmouth,18.411981,-83.619404,purchase,1.66,USD,1,card_testing
TXN000000105543,2024-12-25T05:34:25+00:00,CUST0029784,CARD0012398-1,ef86b274ff15,237.89.194.153,MID012312,utilities,BR,West Evan,-44.795282,-2.080863,purchase,1.0,USD,1,card_testing
TXN000000819243,2025-10-23T17:40:27+00:00,CUST0060647,CARD0009859-2,95c35dd9c511,19.119.99.149,TRANSFER_TO_CUST0031033,transfer,DE,Birdburgh,19.838288,82.917444,transfer,41.66,USD,1,money_laundering_ring
TXN000000273443,2025-01-12T09:40:49+00:00,CUST0076251,CARD0057254-1,ef726150479f,118.240.161.21,TRANSFER_TO_CUST0056400,transfer,IT,South Anthonyshire,12.903391,-94.849249,transfer,11.87,USD,1,money_laundering_ring
TXN000000541656,2025-05-02T21:44:42+00:00,CUST0057038,CARD0094697-2,f9c2c3691b2c,183.102.133.126,MID001233,electronics,ES,Deborahchester,-52.199076,63.038548,purchase,1.17,USD,1,card_testing
TXN000000267595,2024-11-29T02:17:13+00:00,CUST0062879,CARD0006133-1,7f6de30b523c,204.13.230.20,MID017203,fashion,AU,Alyssaland,57.906589,83.29535,purchase,2.0,USD,1,card_testing
TXN000000444371,2025-01-29T19:05:03+00:00,CUST0068217,CARD0068217-1,ee61aef9f041,84.67.176.154,MID007521,grocery,ES,Shafferside,-23.129027,-75.080393,purchase,27.62,USD,0,
TXN000000256014,2025-02-13T06:36:58+00:00,CUST0055324,CARD0055324-4,a8b538f7a967,211.23.48.59,MID000326,online_marketplace,BR,Nathanstad,21.568314,122.599455,purchase,44.84,USD,0,
TXN000000756701,2024-11-20T11:19:30+00:00,CUST0085522,CARD0016110-1,2034c5b9d1a8,81.121.117.221,MID002478,travel,FR,North Lindsayhaven,53.050047,-19.283658,purchase,1.46,USD,1,card_testing
TXN000000862774,2025-06-06T22:31:09+00:00,CUST0024790,CARD0024790-1,87e84c5dc1ed,130.182.69.220,MID008142,gas_station,CA,Zamoraside,-42.628647,-20.610939,purchase,40.73,USD,0,
TXN000000900020,2025-10-26T16:07:34+00:00,CUST0052559,CARD0052559-1,792ecb8599e3,86.195.132.119,MID004033,pharmacy,IT,Williamfort,-26.381045,-72.902535,purchase,4.9,USD,0,
TXN000000000526,2025-04-08T05:48:54+00:00,CUST0028874,CARD0000228-1,40876bf3a816,170.76.79.207,MID017572,online_marketplace,US,Daviesland,-33.761772,35.138036,purchase,1.91,USD,1,card_testing
TXN000000902845,2024-12-04T16:42:33+00:00,CUST0070906,CARD0070906-1,b1d2c94c4917,47.131.95.25,MID006482,pharmacy,US,Normanville,3.709046,-15.812084,purchase,25.89,USD,0,
TXN000000113849,2025-07-22T07:32:46+00:00,CUST0082143,CARD0082143-1,e4ddf2d9218a,155.219.118.124,MID006134,grocery,ES,Vincenthaven,29.81946,-172.70602,purchase,20.65,USD,0,
TXN000000872180,2025-01-08T01:41:45+00:00,CUST0026972,CARD0026972-2,a0239e62edc7,247.196.29.99,MID004918,electronics,GB,South Melaniemouth,-17.692571,-125.424938,purchase,10.39,USD,0,
TXN000000170720,2025-02-10T03:38:08+00:00,CUST0019013,CARD0019013-2,f5fdec588ca9,199.170.183.60,MID000700,grocery,CA,Jamiemouth,48.121379,146.204697,purchase,13.64,USD,0,
TXN000000378719,2025-06-14T20:41:15+00:00,CUST0085600,CARD0085600-3,ef21586888ba,201.177.201.120,MID005655,pharmacy,IN,Paynefurt,13.375737,54.164047,purchase,12.19,USD,1,geo_anomaly
TXN000000026958,2025-07-27T01:46:32+00:00,CUST0052107,CARD0052107-1,e584043e020a,216.162.209.208,MID013486,entertainment,IT,North Lucas,19.719286,34.501583,purchase,23.19,USD,0,
TXN000000147521,2025-02-16T09:49:26+00:00,CUST0023957,CARD0002767-2,0b20be7344a6,81.59.220.118,MID004509,gas_station,US,Daltonville,55.73266,126.001836,purchase,1.78,USD,1,card_testing
TXN000000012897,2025-04-09T22:37:31+00:00,CUST0009547,CARD0000879-1,6e26f58241ed,237.12.14.151,MID006782,pharmacy,US,North Joshuabury,-34.956938,55.191269,purchase,1.95,USD,1,card_testing
TXN000000568320,2025-01-09T20:50:36+00:00,CUST0061532,CARD0061532-1,99fc906671d3,157.43.88.237,MID012737,utilities,IT,Lake Marvinborough,5.922728,-103.856442,purchase,20.38,USD,1,geo_anomaly
TXN000000677337,2025-08-03T04:03:17+00:00,CUST0015891,CARD0015891-2,87663c104c1a,70.40.221.155,MID013430,entertainment,AU,Greenport,-7.758673,26.466544,purchase,34.5,USD,1,geo_anomaly
TXN000000273649,2025-03-20T14:08:15+00:00,CUST0095391,CARD0046628-1,c4c94d6559f7,101.9.208.178,MID006711,gas_station,ES,Seanmouth,67.237759,-8.27937,purchase,1.56,USD,1,card_testing
TXN000000247863,2024-11-22T16:26:27+00:00,CUST0054611,CARD0054611-2,bc240e3f8906,182.58.40.46,MID003543,entertainment,US,North Danielport,5.081125,126.480362,purchase,25.64,USD,1,account_takeover
TXN000000788173,2025-01-18T16:32:17+00:00,CUST0012257,CARD0012257-2,7f08f871ec71,212.56.57.73,MID007339,entertainment,IT,Shawport,11.678245,162.181385,purchase,12.24,USD,0,
TXN000000742176,2025-04-28T13:02:53+00:00,CUST0011650,CARD0011650-2,104fed450640,19.13.117.39,MID004050,entertainment,AU,New Ashley,16.084134,116.709451,purchase,2.35,USD,0,
TXN000000185043,2025-03-05T16:05:20+00:00,CUST0019493,CARD0019493-3,fd013c4e1e4e,194.141.183.39,MID005063,grocery,BR,New Timothy,62.448727,155.804439,purchase,1.44,USD,1,geo_anomaly
TXN000000796376,2025-10-25T02:57:58+00:00,CUST0051587,CARD0031822-2,856922c2bfb4,124.37.94.134,MID003380,utilities,FR,Gomezfurt,37.821156,68.660546,purchase,1.76,USD,1,card_testing
TXN000000063257,2025-01-19T19:46:35+00:00,CUST0005460,CARD0005460-2,97eb72f586f3,88.33.217.70,MID007100,entertainment,IT,Davidburgh,-58.839885,-135.107413,purchase,17.77,USD,0,
TXN000000846917,2025-10-11T14:49:42+00:00,CUST0055961,CARD0055961-1,dde16f3dd704,93.221.146.203,MID019034,utilities,ES,Tinafort,-9.787067,-119.960591,purchase,14.18,USD,1,geo_anomaly
TXN000000189164,2025-02-19T01:53:08+00:00,CUST0088769,CARD0088769-4,65f46d7f0cb6,62.215.248.38,MID009584,fashion,ES,Jamieport,10.099048,179.408262,purchase,6.59,USD,1,geo_anomaly
TXN000000339080,2025-03-30T11:47:56+00:00,CUST0055035,CARD0055035-1,31fb36cc2c61,134.5.138.186,MID008696,online_marketplace,US,Williambury,-15.210731,-131.773845,purchase,30.21,USD,1,account_takeover
TXN000000800286,2025-01-27T06:59:28+00:00,CUST0005875,CARD0005875-2,7635c45c152d,20.83.222.35,MID003307,gas_station,BR,Cobbtown,-42.300084,9.615981,purchase,36.61,USD,0,
TXN000000089434,2025-01-16T17:00:14+00:00,CUST0049230,CARD0062775-2,40f9f843205d,72.56.6.251,TRANSFER_TO_CUST0056580,transfer,CA,Lake Patrick,29.200663,-126.490815,transfer,41.3,USD,1,money_laundering_ring
TXN000000183356,2025-08-13T03:55:40+00:00,CUST0056820,CARD0056820-2,32ec7c552a60,12.199.84.29,MID014520,electronics,IT,South Steven,4.977077,-178.954051,purchase,32.09,USD,0,
TXN000000855267,2024-12-31T20:51:22+00:00,CUST0040300,CARD0040300-1,c7cf4ce7cf28,211.238.186.127,MID005890,travel,US,Richville,-28.709833,73.410961,purchase,23.42,USD,0,
TXN000000100125,2025-05-22T17:35:48+00:00,CUST0021834,CARD0021834-2,2e800e688187,224.52.33.53,MID011367,travel,AU,Thorntonland,21.232105,-15.37748,purchase,97.69,USD,0,
TXN000000952627,2025-01-23T20:01:57+00:00,CUST0087772,CARD0087772-1,8d4ce61ae3bc,13.146.50.193,MID019963,restaurants,CA,Samanthashire,67.688283,98.946735,purchase,11.61,USD,0,
TXN000000686677,2025-10-19T01:35:05+00:00,CUST0056770,CARD0056770-2,0254411e2fe9,14.238.97.67,MID014311,online_marketplace,US,Lake Jennamouth,11.070711,82.232369,purchase,21.91,USD,0,
TXN000000184891,2025-09-11T12:20:03+00:00,CUST0041978,CARD0041978-2,5487f8530b0c,1.150.6.139,MID011340,grocery,FR,Ninaburgh,29.514945,-101.30375,purchase,21.12,USD,0,
TXN000000648447,2024-12-17T05:28:07+00:00,CUST0017907,CARD0017907-2,57252bd20750,221.44.141.245,MID018631,travel,GB,West Josephport,13.409861,124.949235,purchase,38.17,USD,0,
TXN000000225018,2025-09-29T08:43:48+00:00,CUST0081178,CARD0077870-1,130054f09f17,222.15.177.203,MID015923,travel,DE,Mackenziemouth,-33.07879,149.528289,purchase,2.25,USD,1,card_testing
TXN000000915651,2025-04-22T07:33:03+00:00,CUST0020421,CARD0020421-2,d10470254c24,70.111.126.210,MID013505,pharmacy,IT,West Emily,-29.632803,27.858993,purchase,4.3,USD,0,
TXN000000967874,2025-01-26T01:33:41+00:00,CUST0018019,CARD0018019-4,3f6292a64ebb,38.220.34.210,MID003063,pharmacy,US,West Codyburgh,53.739613,118.236254,purchase,5.04,USD,0,
TXN000000529528,2025-08-13T04:59:12+00:00,CUST0061562,CARD0061562-4,7e79c8e29153,137.129.83.43,MID013403,fashion,CA,Port Juanchester,42.466228,-78.549129,purchase,10.08,USD,0,
TXN000000954361,2025-08-14T06:38:45+00:00,CUST0017283,CARD0017283-1,65ecefd5ebfe,115.232.76.62,MID013188,entertainment,CA,Smithbury,-8.912183,-145.689985,purchase,7.64,USD,0,
TXN000000862788,2025-07-31T13:51:29+00:00,CUST0015180,CARD0015180-3,33f96bb4339d,205.112.71.222,MID009619,restaurants,GB,Johnsonborough,-40.802182,-78.687982,purchase,21.66,USD,1,geo_anomaly
TXN000000811162,2025-07-01T06:55:23+00:00,CUST0010380,CARD0010380-1,5ea04a9c10f9,102.152.65.119,MID012039,electronics,BR,Ramirezfort,-29.28215,20.19962,purchase,82.82,USD,0,
TXN000000526146,2025-05-11T21:18:29+00:00,CUST0016172,CARD0021439-3,6d51ffb9198b,60.61.237.105,MID013959,entertainment,IT,Robertoborough,-52.850833,77.773678,purchase,1.1,USD,1,card_testing
TXN000000183897,2025-08-21T20:36:51+00:00,CUST0099781,CARD0099781-1,01d0fc8ccbf4,207.251.58.63,MID018983,travel,CA,Lake Markstad,32.235906,-90.470435,purchase,5.07,USD,0,
TXN000000822888,2025-08-07T07:01:43+00:00,CUST0049781,CARD0049781-3,0d3168f129c5,190.52.185.66,MID004675,fashion,FR,Millerborough,59.071092,-114.656738,purchase,13.95,USD,0,
TXN000000842964,2025-10-26T17:32:55+00:00,CUST0080398,CARD0080398-2,653bc48ded3c,172.157.229.240,MID006568,entertainment,IT,Mcleanstad,0.089195,-119.077584,purchase,1.23,USD,0,
TXN000000578493,2025-09-27T17:38:08+00:00,CUST0093382,CARD0093382-1,a001133f3362,28.201.215.63,MID000432,restaurants,US,Ruthborough,-12.336387,71.901187,purchase,6.82,USD,1,geo_anomaly
TXN000000798473,2025-05-04T03:38:16+00:00,CUST0074541,CARD0074541-1,db964d29b989,26.231.223.121,MID010465,fashion,ES,Jameschester,-1.707744,104.164049,purchase,47.38,USD,1,account_takeover
TXN000000151056,2025-09-04T04:41:27+00:00,CUST0025475,CARD0025475-1,188893e89958,253.38.203.114,MID012812,pharmacy,IN,Butlermouth,65.384534,-120.811428,purchase,13.64,USD,0,
TXN000000112234,2024-11-25T01:28:44+00:00,CUST0074240,CARD0074240-2,072a53e95fa6,64.205.9.226,MID009407,gas_station,DE,Clarkborough,35.543281,69.075396,purchase,23.7,USD,0,
TXN000000031698,2024-12-14T08:20:19+00:00,CUST0070947,CARD0070947-1,5527410c585b,60.87.159.45,MID017388,grocery,GB,South Larry,25.703777,108.540725,purchase,5.0,USD,0,
TXN000000216724,2025-02-22T05:22:13+00:00,CUST0030428,CARD0030428-4,cfec9d449318,41.145.138.105,MID004726,travel,US,Bookerfurt,-4.841839,-156.758622,purchase,32.25,USD,1,geo_anomaly
TXN000000403772,2025-05-22T09:36:05+00:00,CUST0062074,CARD0062074-1,85398c314031,95.141.206.70,MID008654,entertainment,DE,Port Hollyton,-12.310099,123.512664,purchase,5.45,USD,0,
TXN000000445344,2025-03-19T23:52:08+00:00,CUST0072436,CARD0072436-2,0a18e09e684f,139.6.86.66,MID018316,grocery,IN,Lake Barbaraborough,-16.527702,99.713023,purchase,31.16,USD,1,account_takeover
TXN000000764706,2025-10-05T21:06:15+00:00,CUST0046084,CARD0046084-4,ff53aa24c5fc,234.208.64.94,MID008556,fashion,DE,Port Whitney,-16.614573,138.915141,purchase,22.23,USD,0,
TXN000000156502,2025-07-31T05:49:42+00:00,CUST0015142,CARD0015142-2,839acbf09a23,137.16.55.191,MID011532,fashion,IT,Brookechester,-59.717018,-10.765842,purchase,12.95,USD,0,
TXN000000744126,2025-06-11T05:18:22+00:00,CUST0062930,CARD0062930-1,d6aff510eb52,207.51.163.129,MID000576,fashion,DE,Stephensonton,-41.010516,89.336397,purchase,43.07,USD,0,
TXN000000432354,2025-06-01T08:45:17+00:00,CUST0069778,CARD0069778-2,2c240c13e7b7,79.125.249.139,MID009125,entertainment,BR,West Lisa,21.8757,-70.472646,purchase,31.18,USD,0,
TXN000000585704,2025-05-11T14:33:02+00:00,CUST0089082,CARD0089082-1,445b0a4c98a8,96.232.38.111,MID014354,fashion,DE,South Frankberg,5.388467,-10.756692,purchase,7.79,USD,1,geo_anomaly
TXN000000217931,2025-07-17T23:53:25+00:00,CUST0029460,CARD0029460-1,012c32ba09d6,51.224.248.197,MID002419,travel,GB,Thompsonmouth,-19.529749,26.735365,purchase,37.51,USD,0,
TXN000000669241,2025-08-29T21:51:49+00:00,CUST0040363,CARD0040363-1,b71b58314bf0,113.58.85.115,MID005769,pharmacy,IN,Gregoryborough,60.275775,168.800593,purchase,4.7,USD,0,
TXN000000464728,2025-07-15T09:29:31+00:00,CUST0029017,CARD0060909-2,81905c2d70fe,56.37.228.134,MID019492,gas_station,IT,North Stacy,-25.356837,171.395849,purchase,1.45,USD,1,card_testing
TXN000000521178,2024-12-30T11:29:46+00:00,CUST0040887,CARD0040887-1,d5183842472f,229.103.159.3,MID017267,gas_station,BR,Mcdanielberg,69.207748,160.953349,purchase,25.05,USD,0,
TXN000000321971,2025-01-22T05:28:32+00:00,CUST0067627,CARD0067627-3,154e91891d09,76.11.234.129,MID000530,pharmacy,CA,Wilsonshire,-30.139342,9.987757,purchase,10.08,USD,1,geo_anomaly
TXN000000918665,2025-03-18T14:13:53+00:00,CUST0051131,CARD0051131-2,2fd99f76fae9,121.223.138.173,MID006274,electronics,US,Maryborough,3.584403,-85.659457,purchase,7.95,USD,0,
TXN000000943135,2025-09-21T00:04:16+00:00,CUST0040327,CARD0040327-1,75f60a6e89ab,24.237.213.11,MID019195,restaurants,US,Port Rogerview,17.798548,-90.767513,purchase,6.59,USD,0,
TXN000000664488,2025-05-04T11:29:44+00:00,CUST0087987,CARD0087987-1,e98105578a3e,213.60.243.204,MID013368,fashion,IT,West Elizabeth,31.726127,-50.683025,purchase,12.01,USD,0,
TXN000000066474,2024-12-22T03:58:31+00:00,CUST0026581,CARD0026581-1,e5d253ae1953,97.181.59.110,MID000981,electronics,US,New Williamtown,67.880611,-124.83738,purchase,9.76,USD,1,geo_anomaly
TXN000000848287,2025-05-19T01:27:05+00:00,CUST0023272,CARD0054745-1,fba50cddffbc,165.244.103.245,MID012533,utilities,IN,New Dylan,61.715361,172.182568,purchase,1.16,USD,1,card_testing
TXN000000724703,2025-05-17T16:51:42+00:00,CUST0056103,CARD0093341-3,42189d1c27c7,166.133.220.53,MID000372,gas_station,DE,Lanehaven,30.035326,-62.265583,purchase,1.73,USD,1,card_testing
TXN000000638149,2025-08-05T01:27:03+00:00,CUST0003961,CARD0003961-1,777d77b346af,58.10.49.34,MID016751,pharmacy,US,Port Dorisland,-26.486223,105.62361,purchase,34.07,USD,1,geo_anomaly
TXN000000829726,2025-04-01T03:13:52+00:00,CUST0076638,CARD0076638-1,346d7fe72f7c,87.175.80.121,MID017417,pharmacy,FR,East Donnaview,54.910833,15.395399,purchase,16.16,USD,1,geo_anomaly
TXN000000363751,2024-12-06T02:18:01+00:00,CUST0015924,CARD0015924-1,a1411280555f,173.85.152.107,MID002178,entertainment,IN,Sanchezfurt,-19.603866,-7.972831,purchase,29.32,USD,0,
TXN000000576120,2025-10-29T09:13:20+00:00,CUST0005380,CARD0076867-1,61bb8318caad,153.43.32.100,MID009802,fashion,IT,East Mark,62.456984,83.179234,purchase,1.49,USD,1,card_testing
TXN000000526689,2025-10-23T16:24:56+00:00,CUST0049601,CARD0091802-1,e59ab4d23238,168.79.171.108,MID002749,utilities,IN,Oscarfurt,-54.757579,15.579121,purchase,2.61,USD,1,card_testing
TXN000000642790,2025-08-02T02:56:31+00:00,CUST0018395,CARD0018395-3,d79446f5a2ab,14.46.131.224,MID019706,pharmacy,IT,West Richard,-29.752901,26.072248,purchase,7.63,USD,0,
TXN000000655789,2024-12-08T12:19:56+00:00,CUST0003076,CARD0003076-2,cfe925821e8e,64.1.220.41,MID003102,entertainment,DE,Lake Natalie,59.541432,3.778222,purchase,32.9,USD,0,
TXN000000018148,2025-05-11T09:08:31+00:00,CUST0028371,CARD0028371-1,9530ac5467ce,38.186.253.248,MID008327,gas_station,US,West Loganport,56.06018,-168.152676,purchase,34.64,USD,0,
TXN000000621339,2024-11-07T04:22:07+00:00,CUST0014639,CARD0014639-2,826f166c462a,215.206.152.97,MID006918,fashion,FR,Barronburgh,-36.633594,60.197689,purchase,2.66,USD,0,
TXN000000189489,2025-10-22T13:24:30+00:00,CUST0062567,CARD0062567-2,7bde528a31c9,137.162.35.45,MID011916,fashion,ES,New Tammiemouth,52.113163,-177.372232,purchase,25.26,USD,0,
TXN000000376465,2025-01-13T21:08:46+00:00,CUST0050215,CARD0067921-1,8a0b95a990ae,125.66.39.207,MID014574,pharmacy,US,South Marialand,26.042181,150.746865,purchase,2.57,USD,1,card_testing
TXN000000468360,2024-11-26T05:00:39+00:00,CUST0034519,CARD0034519-1,cdd66693b67d,168.162.61.117,MID009686,electronics,AU,East Joseph,28.383423,-111.289023,purchase,38.84,USD,1,geo_anomaly
TXN000000165673,2025-09-17T09:56:55+00:00,CUST0043796,CARD0043796-2,1e925ceeaf99,242.244.208.123,MID010807,grocery,IT,Josephview,24.600547,98.466594,purchase,1.59,USD,0,
TXN000000790953,2025-03-13T21:42:35+00:00,CUST0055863,CARD0055863-1,eef454a9a9fb,221.138.83.192,MID001419,pharmacy,IN,New Chadmouth,57.926606,-52.017356,purchase,15.61,USD,0,
TXN000000411028,2025-09-21T08:22:09+00:00,CUST0030012,CARD0030012-1,2073c49fccdd,49.157.138.184,MID015541,electronics,GB,Wilsonland,30.485538,75.658521,purchase,12.67,USD,0,
TXN000000942484,2025-06-07T22:35:37+00:00,CUST0082540,CARD0078067-2,c006a93a4e60,194.170.140.223,MID018705,travel,BR,New Jamesland,-4.596301,-97.600261,purchase,1.4,USD,1,card_testing
TXN000000992275,2025-09-21T22:17:15+00:00,CUST0095756,CARD0095756-1,9f4b8fbcee2d,172.54.131.177,MID017349,fashion,FR,Kathleenshire,63.814733,13.614825,purchase,49.4,USD,1,geo_anomaly
TXN000000331610,2025-05-23T23:45:48+00:00,CUST0061207,CARD0061207-2,d2e6fa8a57e2,164.39.122.107,MID013578,pharmacy,DE,North Daniel,32.57803,118.420914,purchase,183.84,USD,1,account_takeover
